0,0
1.7999e-07,0.001
7.1994e-07,0.002
1.6198e-06,0.003
2.8795e-06,0.004
4.4991e-06,0.005
6.4784e-06,0.006
8.8175e-06,0.007
1.1516e-05,0.008
1.4575e-05,0.009
1.7993e-05,0.01
2.177e-05,0.011
2.5907e-05,0.012
3.0404e-05,0.013
3.526e-05,0.014
4.0475e-05,0.015
4.605e-05,0.016
5.1984e-05,0.017
5.8277e-05,0.018
6.493e-05,0.019
7.1942e-05,0.02
7.9312e-05,0.021
8.7042e-05,0.022
9.5131e-05,0.023
0.00010358,0.024
0.00011239,0.025
0.00012155,0.026
0.00013108,0.027
0.00014096,0.028
0.0001512,0.029
0.0001618,0.03
0.00017276,0.031
0.00018408,0.032
0.00019576,0.033
0.00020779,0.034
0.00022018,0.035
0.00023294,0.036
0.00024605,0.037
0.00025951,0.038
0.00027334,0.039
0.00028753,0.04
0.00030207,0.041
0.00031697,0.042
0.00033223,0.043
0.00034785,0.044
0.00036382,0.045
0.00038016,0.046
0.00039685,0.047
0.0004139,0.048
0.0004313,0.049
0.00044907,0.05
0.00046719,0.051
0.00048567,0.052
0.00050451,0.053
0.0005237,0.054
0.00054325,0.055
0.00056316,0.056
0.00058343,0.057
0.00060406,0.058
0.00062504,0.059
0.00064638,0.06
0.00066807,0.061
0.00069013,0.062
0.00071254,0.063
0.00073531,0.064
0.00075843,0.065
0.00078191,0.066
0.00080575,0.067
0.00082995,0.068
0.0008545,0.069
0.00087941,0.07
0.00090467,0.071
0.00093029,0.072
0.00095627,0.073
0.00098261,0.074
0.0010093,0.075
0.0010363,0.076
0.0010638,0.077
0.0010915,0.078
0.0011196,0.079
0.0011481,0.08
0.0011769,0.081
0.0012061,0.082
0.0012357,0.083
0.0012656,0.084
0.0012958,0.085
0.0013264,0.086
0.0013574,0.087
0.0013887,0.088
0.0014204,0.089
0.0014524,0.09
0.0014848,0.091
0.0015175,0.092
0.0015506,0.093
0.0015841,0.094
0.0016179,0.095
0.0016521,0.096
0.0016866,0.097
0.0017215,0.098
0.0017567,0.099
0.0017923,0.1
0.0018282,0.101
0.0018645,0.102
0.0019012,0.103
0.0019382,0.104
0.0019755,0.105
0.0020133,0.106
0.0020513,0.107
0.0020897,0.108
0.0021285,0.109
0.0021677,0.11
0.0022072,0.111
0.002247,0.112
0.0022872,0.113
0.0023277,0.114
0.0023686,0.115
0.0024099,0.116
0.0024515,0.117
0.0024935,0.118
0.0025358,0.119
0.0025785,0.12
0.0026215,0.121
0.0026649,0.122
0.0027086,0.123
0.0027527,0.124
0.0027972,0.125
0.002842,0.126
0.0028871,0.127
0.0029326,0.128
0.0029785,0.129
0.0030247,0.13
0.0030713,0.131
0.0031182,0.132
0.0031655,0.133
0.0032131,0.134
0.0032611,0.135
0.0033094,0.136
0.0033581,0.137
0.0034071,0.138
0.0034565,0.139
0.0035063,0.14
0.0035564,0.141
0.0036068,0.142
0.0036576,0.143
0.0037088,0.144
0.0037603,0.145
0.0038121,0.146
0.0038643,0.147
0.0039169,0.148
0.0039698,0.149
0.0040231,0.15
0.0040767,0.151
0.0041307,0.152
0.004185,0.153
0.0042397,0.154
0.0042947,0.155
0.0043501,0.156
0.0044058,0.157
0.0044619,0.158
0.0045184,0.159
0.0045751,0.16
0.0046323,0.161
0.0046898,0.162
0.0047476,0.163
0.0048058,0.164
0.0048643,0.165
0.0049232,0.166
0.0049825,0.167
0.0050421,0.168
0.005102,0.169
0.0051623,0.17
0.005223,0.171
0.005284,0.172
0.0053453,0.173
0.005407,0.174
0.0054691,0.175
0.0055315,0.176
0.0055943,0.177
0.0056574,0.178
0.0057208,0.179
0.0057846,0.18
0.0058488,0.181
0.0059133,0.182
0.0059781,0.183
0.0060433,0.184
0.0061089,0.185
0.0061748,0.186
0.0062411,0.187
0.0063077,0.188
0.0063746,0.189
0.0064419,0.19
0.0065096,0.191
0.0065776,0.192
0.0066459,0.193
0.0067146,0.194
0.0067837,0.195
0.0068531,0.196
0.0069228,0.197
0.0069929,0.198
0.0070634,0.199
0.0071342,0.2
0.0072053,0.201
0.0072768,0.202
0.0073487,0.203
0.0074209,0.204
0.0074934,0.205
0.0075663,0.206
0.0076395,0.207
0.0077131,0.208
0.0077871,0.209
0.0078613,0.21
0.007936,0.211
0.008011,0.212
0.0080863,0.213
0.008162,0.214
0.008238,0.215
0.0083144,0.216
0.0083911,0.217
0.0084681,0.218
0.0085456,0.219
0.0086233,0.22
0.0087014,0.221
0.0087799,0.222
0.0088587,0.223
0.0089379,0.224
0.0090174,0.225
0.0090972,0.226
0.0091774,0.227
0.0092579,0.228
0.0093388,0.229
0.0094201,0.23
0.0095016,0.231
0.0095836,0.232
0.0096658,0.233
0.0097485,0.234
0.0098314,0.235
0.0099148,0.236
0.0099984,0.237
0.010082,0.238
0.010167,0.239
0.010251,0.24
0.010337,0.241
0.010422,0.242
0.010508,0.243
0.010594,0.244
0.01068,0.245
0.010767,0.246
0.010854,0.247
0.010942,0.248
0.011029,0.249
0.011118,0.25
0.011206,0.251
0.011295,0.252
0.011384,0.253
0.011474,0.254
0.011563,0.255
0.011654,0.256
0.011744,0.257
0.011835,0.258
0.011926,0.259
0.012018,0.26
0.01211,0.261
0.012202,0.262
0.012295,0.263
0.012388,0.264
0.012481,0.265
0.012575,0.266
0.012669,0.267
0.012763,0.268
0.012858,0.269
0.012953,0.27
0.013049,0.271
0.013144,0.272
0.01324,0.273
0.013337,0.274
0.013434,0.275
0.013531,0.276
0.013628,0.277
0.013726,0.278
0.013824,0.279
0.013923,0.28
0.014021,0.281
0.014121,0.282
0.01422,0.283
0.01432,0.284
0.01442,0.285
0.014521,0.286
0.014622,0.287
0.014723,0.288
0.014824,0.289
0.014926,0.29
0.015029,0.291
0.015131,0.292
0.015234,0.293
0.015337,0.294
0.015441,0.295
0.015545,0.296
0.015649,0.297
0.015754,0.298
0.015859,0.299
0.015964,0.3
0.01607,0.301
0.016176,0.302
0.016282,0.303
0.016389,0.304
0.016496,0.305
0.016603,0.306
0.016711,0.307
0.016819,0.308
0.016928,0.309
0.017036,0.31
0.017145,0.311
0.017255,0.312
0.017365,0.313
0.017475,0.314
0.017585,0.315
0.017696,0.316
0.017807,0.317
0.017919,0.318
0.01803,0.319
0.018143,0.32
0.018255,0.321
0.018368,0.322
0.018481,0.323
0.018595,0.324
0.018708,0.325
0.018823,0.326
0.018937,0.327
0.019052,0.328
0.019167,0.329
0.019283,0.33
0.019399,0.331
0.019515,0.332
0.019632,0.333
0.019748,0.334
0.019866,0.335
0.019983,0.336
0.020101,0.337
0.020219,0.338
0.020338,0.339
0.020457,0.34
0.020576,0.341
0.020696,0.342
0.020816,0.343
0.020936,0.344
0.021057,0.345
0.021178,0.346
0.021299,0.347
0.021421,0.348
0.021543,0.349
0.021665,0.35
0.021788,0.351
0.021911,0.352
0.022034,0.353
0.022158,0.354
0.022282,0.355
0.022406,0.356
0.022531,0.357
0.022656,0.358
0.022781,0.359
0.022907,0.36
0.023033,0.361
0.023159,0.362
0.023286,0.363
0.023413,0.364
0.02354,0.365
0.023668,0.366
0.023796,0.367
0.023924,0.368
0.024053,0.369
0.024182,0.37
0.024311,0.371
0.024441,0.372
0.024571,0.373
0.024702,0.374
0.024832,0.375
0.024963,0.376
0.025095,0.377
0.025227,0.378
0.025359,0.379
0.025491,0.38
0.025624,0.381
0.025757,0.382
0.02589,0.383
0.026024,0.384
0.026158,0.385
0.026292,0.386
0.026427,0.387
