0,0
0.75895,0.001
1.6049,0.002
2.3996,0.003
3.1461,0.004
3.8471,0.005
4.5056,0.006
5.124,0.007
5.7048,0.008
6.2503,0.009
6.7627,0.01
7.2439,0.011
7.6959,0.012
8.1204,0.013
8.5191,0.014
8.8936,0.015
9.2453,0.016
9.5756,0.017
9.8859,0.018
10.177,0.019
10.451,0.02
10.708,0.021
10.949,0.022
11.176,0.023
11.389,0.024
11.589,0.025
11.777,0.026
11.953,0.027
12.119,0.028
12.275,0.029
12.421,0.03
12.558,0.031
12.687,0.032
12.808,0.033
12.922,0.034
13.029,0.035
13.129,0.036
13.224,0.037
13.312,0.038
13.395,0.039
13.473,0.04
13.547,0.041
13.616,0.042
13.68,0.043
13.741,0.044
13.798,0.045
13.852,0.046
13.902,0.047
13.949,0.048
13.994,0.049
14.035,0.05
14.075,0.051
14.111,0.052
14.146,0.053
14.178,0.054
14.209,0.055
14.238,0.056
14.264,0.057
14.29,0.058
14.313,0.059
14.336,0.06
14.357,0.061
14.376,0.062
14.395,0.063
14.412,0.064
14.428,0.065
14.444,0.066
14.458,0.067
14.472,0.068
14.484,0.069
14.496,0.07
14.507,0.071
14.518,0.072
14.528,0.073
14.537,0.074
14.546,0.075
14.554,0.076
14.561,0.077
14.569,0.078
14.575,0.079
14.582,0.08
14.588,0.081
14.593,0.082
14.599,0.083
14.604,0.084
14.608,0.085
14.613,0.086
14.617,0.087
14.621,0.088
14.624,0.089
14.628,0.09
14.631,0.091
14.634,0.092
14.637,0.093
14.639,0.094
14.642,0.095
14.644,0.096
14.646,0.097
14.648,0.098
14.65,0.099
14.652,0.1
14.654,0.101
14.655,0.102
14.657,0.103
14.658,0.104
14.66,0.105
14.661,0.106
14.662,0.107
14.663,0.108
14.664,0.109
14.665,0.11
14.666,0.111
14.667,0.112
14.668,0.113
14.668,0.114
14.669,0.115
14.67,0.116
14.67,0.117
14.671,0.118
14.671,0.119
14.672,0.12
14.672,0.121
14.673,0.122
14.673,0.123
14.674,0.124
14.674,0.125
14.675,0.126
14.675,0.127
14.675,0.128
14.675,0.129
14.676,0.13
14.676,0.131
14.676,0.132
14.676,0.133
14.677,0.134
14.677,0.135
14.677,0.136
14.677,0.137
14.677,0.138
14.678,0.139
14.678,0.14
14.678,0.141
14.678,0.142
14.678,0.143
14.678,0.144
14.678,0.145
14.678,0.146
14.679,0.147
14.679,0.148
14.679,0.149
14.679,0.15
14.679,0.151
14.679,0.152
14.679,0.153
14.679,0.154
14.679,0.155
14.679,0.156
14.679,0.157
14.679,0.158
14.679,0.159
14.679,0.16
14.679,0.161
14.679,0.162
14.679,0.163
14.679,0.164
14.68,0.165
14.68,0.166
14.68,0.167
14.68,0.168
14.68,0.169
14.68,0.17
14.68,0.171
14.68,0.172
14.68,0.173
14.68,0.174
14.68,0.175
14.68,0.176
14.68,0.177
14.68,0.178
14.68,0.179
14.68,0.18
14.68,0.181
14.68,0.182
14.68,0.183
14.68,0.184
14.68,0.185
14.68,0.186
14.68,0.187
14.68,0.188
14.68,0.189
14.68,0.19
14.68,0.191
14.68,0.192
14.68,0.193
14.68,0.194
14.68,0.195
